# FrenchMaster cards source (tab-separated)
## columns: id	french	english	partOfSpeech	grade	unit	gender	examUsage	tags	examples
# examples format: french=>english || french=>english

g10s1_01	bonjour	hello / good morning	phrase	G10S1	1		Formal greeting used in written and oral exams as opening.	greetings|basic	Bonjour, comment allez-vous ?=>Hello, how are you? || Bonjour à tous !=>Good morning everyone!
g10s1_143	temps libre	free time	noun	G10S1	4	masculine	Essential for hobby discussions.	time|interests	Qu'est-ce que tu fais pendant ton temps libre ?=>What do you do in your free time? || J'ai peu de temps libre.=>I have little free time.
g10s1_144	un stylo	a pen	noun	G10S1	4	masculine	Basic school supply.	objects|school	J'écris avec un stylo bleu.=>I'm writing with a blue pen. || Prête-moi ton stylo.=>Lend me your pen.
g10s1_145	un crayon	a pencil	noun	G10S1	1	masculine	Used for drawing or temporary writing.	objects|school	J'ai besoin d'un crayon.=>I need a pencil. || Taille ton crayon.=>Sharpen your pencil.
g10s1_146	un surligneur	a highlighter	noun	G10S1	1	masculine	Used for marking important text.	objects|school	J'utilise un surligneur jaune.=>I use a yellow highlighter. || Où est mon surligneur ?=>Where is my highlighter?
g10s1_147	un feutre	a marker	noun	G10S1	2	masculine	Used for drawing or bold writing.	objects|school	Dessine avec des feutres.=>Draw with markers. || J'ai des feutres de couleur.=>I have colored markers.
g10s1_148	un correcteur liquide	white-out	noun	G10S1	2	masculine	Used to fix ink mistakes.	objects|school	Passe-moi le correcteur liquide.=>Pass me the white-out. || Le correcteur liquide est vide.=>The white-out is empty.
g10s1_149	un tube de colle	a glue stick	noun	G10S1	3	masculine	Essential for school projects.	objects|school	Il me faut un tube de colle.=>I need a glue stick. || La colle ne colle plus.=>The glue doesn't stick anymore.
g10s1_150	un taille-crayon	a pencil sharpener	noun	G10S1	3	masculine	Compound noun; keeps the dash.	objects|school	Où est mon taille-crayon ?=>Where is my pencil sharpener? || Utilise le taille-crayon.=>Use the pencil sharpener.
g10s1_151	un sac à dos	a backpack	noun	G10S1	4	masculine	Used by students to carry books.	objects|school	Mon sac à dos est lourd.=>My backpack is heavy. || J'achète un nouveau sac à dos.=>I'm buying a new backpack.
g10s1_152	un livre	a book	noun	G10S1	4	masculine	Refers to any bound text.	objects|school	C'est un livre de français.=>It is a French book. || Je lis un livre.=>I am reading a book.
g10s1_153	un cahier	a notebook	noun	G10S1	1	masculine	Used for taking notes in class.	objects|school	Écris dans ton cahier.=>Write in your notebook. || Mon cahier est plein.=>My notebook is full.
g10s1_154	une feuille de papier	a sheet of paper	noun	G10S1	1	feminine	Refers to a single piece of paper.	objects|school	Prenez une feuille de papier.=>Take a sheet of paper. || Donne-moi une feuille, s'il te plaît.=>Give me a sheet, please.
g10s1_155	une règle	a ruler	noun	G10S1	2	feminine	Used for drawing straight lines.	objects|school	Utilise une règle pour tracer.=>Use a ruler to draw. || Ma règle est cassée.=>My ruler is broken.
g10s1_156	une gomme	an eraser	noun	G10S1	2	feminine	Used to erase pencil marks.	objects|school	J'efface avec une gomme.=>I erase with an eraser. || Où est ta gomme ?=>Where is your eraser?
g10s1_157	une trousse	a pencil case	noun	G10S1	3	feminine	The container for small school supplies.	objects|school	Ma trousse est rose.=>My pencil case is pink. || Mets tes stylos dans la trousse.=>Put your pens in the pencil case.
g10s1_158	des ciseaux	scissors	noun	G10S1	3	masculine	Always plural in French.	objects|school	Utilise des ciseaux pour couper.=>Use scissors to cut. || Les ciseaux sont sur la table.=>The scissors are on the table.
g10s1_159	des crayons de couleur	colored pencils	noun	G10S1	4	masculine	Used for art and coloring.	objects|school	J'ai douze crayons de couleur.=>I have twelve colored pencils. || Colorie avec des crayons de couleur.=>Color with colored pencils.

g10s2_01	un cours	a class / lesson	noun	G10S2	1	masculine	Essential for describing school schedules and daily routines.	school|education	J'ai un cours de français à 10h.=>I have a French class at 10am. || C'est un cours intéressant.=>It is an interesting lesson.
g10s2_02	le déjeuner	lunch	noun	G10S2	1	masculine	Key vocabulary for meal times and school canteen topics.	food|daily-life	Le déjeuner est à midi.=>Lunch is at noon. || Je prends le déjeuner avec mes amis.=>I'm having lunch with my friends.
g10s2_03	un repas	a meal	noun	G10S2	1	masculine	Fundamental for discussing nutrition and food habits.	food|daily-life	Le petit-déjeuner est un repas important.=>Breakfast is an important meal. || Nous préparons un bon repas.=>We are preparing a good meal.
g10s2_04	un congé	a day off / holiday	noun	G10S2	2	masculine	Used when discussing free time, holidays, and work schedules.	time|leisure	Aujourd'hui, c'est mon jour de congé.=>Today is my day off. || Il prend un congé en été.=>He is taking a holiday in summer.
g10s2_05	le matin	the morning	noun	G10S2	1	masculine	Basic time marker used in daily routine descriptions.	time|daily-life	Le matin, je bois un café.=>In the morning, I drink a coffee. || Elle travaille tout le matin.=>She works all morning.
g10s2_06	le midi	midday / noon	noun	G10S2	1	masculine	Specific time marker often used for lunch appointments.	time|daily-life	À midi, je mange au self.=>At noon, I eat at the cafeteria. || Il arrive à midi pile.=>He arrives at exactly noon.
g10s2_07	l'après-midi	the afternoon	noun	G10S2	1	masculine/feminine	Commonly used for scheduling after-school activities.	time|daily-life	Je fais mes devoirs l'après-midi.=>I do my homework in the afternoon. || Il fait beau cet après-midi.=>The weather is nice this afternoon.
g10s2_08	le soir	the evening	noun	G10S2	1	masculine	Used for discussing evening relaxation or night shifts.	time|daily-life	Le soir, je regarde la télé.=>In the evening, I watch TV. || Nous sortons le soir.=>We go out in the evening.
g10s2_09	le minuit	midnight	noun	G10S2	2	masculine	Technically "minuit" is used without the article, but used for time.	time|daily-life	Il est minuit, je vais dormir.=>It is midnight, I am going to sleep. || On rentre avant minuit.=>We are coming home before midnight.
g10s2_10	un TNI	an interactive whiteboard	noun	G10S2	3	masculine	Modern classroom technology vocabulary (Tableau Numérique Interactif).	school|tech	Le professeur utilise le TNI.=>The teacher uses the interactive whiteboard. || Écris la réponse sur le TNI.=>Write the answer on the TNI.
g10s2_11	un CD	a CD	noun	G10S2	2	masculine	Though older tech, often appears in listening exercise contexts.	tech|media	J'écoute un CD de musique.=>I'm listening to a music CD. || Il a une collection de CD.=>He has a CD collection.
g10s2_12	un globe terrestre	a terrestrial globe	noun	G10S2	3	masculine	Specific classroom object used in geography topics.	school|geography	On regarde la France sur le globe terrestre.=>We are looking at France on the globe. || Le globe est sur le bureau.=>The globe is on the desk.
g10s2_13	un squelette	a skeleton	noun	G10S2	3	masculine	Vocabulary for science labs (SVT) and anatomy.	school|science	Il y a un squelette dans la salle de SVT.=>There is a skeleton in the biology room. || Le squelette est en plastique.=>The skeleton is made of plastic.
g10s2_14	un DVD	a DVD	noun	G10S2	2	masculine	Used in media and entertainment discussion prompts.	tech|media	Regardons un DVD ce soir.=>Let's watch a DVD tonight. || Elle achète un nouveau DVD.=>She is buying a new DVD.
g10s2_15	un roman	a novel	noun	G10S2	2	masculine	Important for literary and leisure activity topics.	school|books	Je lis un roman policier.=>I am reading a detective novel. || C'est un long roman.=>It is a long novel.
g10s2_16	un dictionnaire	a dictionary	noun	G10S2	1	masculine	Essential tool for language learning and translation tasks.	school|books	Cherche le mot dans le dictionnaire.=>Look up the word in the dictionary. || J'utilise un dictionnaire bilingue.=>I use a bilingual dictionary.
g10s2_17	un tableau	a board	noun	G10S2	1	masculine	Standard classroom furniture used in describing school life.	school|objects	L'élève écrit au tableau.=>The student is writing on the board. || Regardez le tableau, s'il vous plaît.=>Look at the board, please.
g10s2_18	un bureau	a desk / office	noun	G10S2	1	masculine	Dual meaning for furniture or a room; used in school/work contexts.	school|places	Mon livre est sur mon bureau.=>My book is on my desk. || Il travaille dans son bureau.=>He is working in his office.
g10s2_19	un rendez-vous	an appointment	noun	G10S2	2	masculine	Crucial for social planning and professional health contexts.	general|social	J'ai un rendez-vous chez le médecin.=>I have a doctor's appointment. || On fixe un rendez-vous ?=>Shall we set an appointment?
g10s2_20	un ordinateur	a computer	noun	G10S2	1	masculine	Fundamental tech term for work, school, and leisure topics.	tech|school	Je travaille sur mon ordinateur.=>I am working on my computer. || L'ordinateur est cassé.=>The computer is broken.
g10s2_21	un terrain de sport	a sports field	noun	G10S2	2	masculine	Used for describing school facilities and PE lessons.	school|sports	On joue au foot sur le terrain de sport.=>We play football on the sports field. || Le terrain est derrière le gymnase.=>The field is behind the gym.
g10s2_22	un CDI	a resource center	noun	G10S2	3	masculine	Specific French school acronym (Centre de Documentation et d'Information).	school|places	Je vais au CDI pour lire une BD.=>I'm going to the CDI to read a comic. || Le CDI est calme.=>The CDI is quiet.
g10s2_23	un self-service	a cafeteria	noun	G10S2	2	masculine	Refers to the school canteen; key for school life essays.	school|places	Les élèves mangent au self-service.=>The students eat at the cafeteria. || Le self-service ouvre à midi.=>The cafeteria opens at noon.
g10s2_24	un gymnase	a gym	noun	G10S2	2	masculine	Common facility in school descriptions and sports topics.	school|sports	On fait du sport dans le gymnase.=>We do sports in the gym. || Le gymnase est très grand.=>The gym is very big.
g10s2_25	un contrôle	a test / exam	noun	G10S2	1	masculine	Used frequently in school life and stress-related topics.	school|academics	Demain, j'ai un contrôle de maths.=>Tomorrow, I have a maths test. || Le contrôle était difficile.=>The test was difficult.
g10s2_26	un magazine	a magazine	noun	G10S2	2	masculine	Key term for hobbies, reading, and media preferences.	books|media	Elle lit un magazine de mode.=>She is reading a fashion magazine. || J'achète ce magazine chaque mois.=>I buy this magazine every month.
g10s2_27	une journée	a day (duration)	noun	G10S2	2	feminine	Refers to the duration of the day rather than the date (jour).	time|daily-life	Passe une bonne journée !=>Have a good day! || Ma journée a été longue.=>My day was long.
g10s2_28	une histoire	a story	noun	G10S2	2	feminine	Used in the context of literature or history (as a subject).	books|history	Raconte-moi une histoire.=>Tell me a story. || C'est une histoire vraie.=>It is a true story.
g10s2_29	une BD	a comic book	noun	G10S2	2	feminine	Abbreviation for "bande dessinée"; very popular in French culture.	books|leisure	J'adore lire des BD.=>I love reading comics. || Tu as une nouvelle BD ?=>Do you have a new comic?
g10s2_30	une matière scolaire	a school subject	noun	G10S2	2	feminine	Essential for discussing preferences and academic curriculum.	school|education	Le français est ma matière préférée.=>French is my favorite subject. || Quelles sont tes matières scolaires ?=>What are your school subjects?
g10s2_31	une table	a table	noun	G10S2	1	feminine	Basic furniture term for home or classroom settings.	objects|home	Le dictionnaire est sur la table.=>The dictionary is on the table. || Mets les couverts sur la table.=>Put the cutlery on the table.
g10s2_32	une carte	a map	noun	G10S2	2	feminine	Can mean map, card, or menu depending on context.	school|travel	Regarde la carte du monde.=>Look at the world map. || J'ai besoin d'une carte pour m'orienter.=>I need a map to find my way.
g10s2_33	une horloge	a clock	noun	G10S2	2	feminine	Specifically a wall clock; used in time-telling contexts.	objects|time	L'horloge indique deux heures.=>The clock shows two o'clock. || L'horloge du salon est en retard.=>The living room clock is slow.
g10s2_34	une chaise	a chair	noun	G10S2	1	feminine	Fundamental furniture vocabulary for house and classroom.	objects|furniture	Assieds-toi sur cette chaise.=>Sit down on this chair. || Il manque une chaise ici.=>A chair is missing here.
g10s2_35	une corbeille à papier	a wastepaper basket	noun	G10S2	3	feminine	Specific classroom object; useful for describing an office.	objects|school	Jette le papier dans la corbeille.=>Throw the paper in the basket. || La corbeille est pleine.=>The basket is full.
g10s2_36	une bibliothèque	a library	noun	G10S2	2	feminine	Important for city descriptions and study environment topics.	places|school	La bibliothèque est fermée le lundi.=>The library is closed on Mondays. || Je vais à la bibliothèque pour réviser.=>I'm going to the library to revise.
g10s2_37	une piscine	a swimming pool	noun	G10S2	2	feminine	Key for leisure activities and sports facilities topics.	places|sports	Je vais à la piscine pour nager.=>I'm going to the pool to swim. || La piscine est chauffée.=>The pool is heated.
g10s2_38	une salle de classe	a classroom	noun	G10S2	1	feminine	Specific term for describing the layout of a school.	school|places	Entrez dans la salle de classe.=>Enter the classroom. || Ma salle de classe est au premier étage.=>My classroom is on the first floor.
g10s2_39	une cour de récré	a playground	noun	G10S2	2	feminine	Refers to the school courtyard where breaks (récréation) happen.	school|places	On court dans la cour de récré.=>We run in the playground. || Les élèves sont dans la cour.=>The students are in the courtyard.
g10s2_40	la nuit	the night	noun	G10S2	1	feminine	Basic time marker used in describing routine and environment.	time|daily-life	On voit les étoiles la nuit.=>We see the stars at night. || Bonne nuit !=>Good night!
